legacy_area_id,legacy_area_title,new_mission_id,new_area_id,new_area_title,mapping_rule
g6_peh_t1_m03_a02,Activity Market,g6_peh_t1_m03,g6_peh_t1_m03_a01,Goal Hall,content_merged_into_optimized_three_area_mission
g6_peh_t1_m03_a03,Barrier Bridge,g6_peh_t1_m03,g6_peh_t1_m03_a02,Barrier Bridge,content_merged_into_optimized_three_area_mission
g6_peh_t1_m03_a04,Support Network,g6_peh_t1_m03,g6_peh_t1_m03_a02,Barrier Bridge,content_merged_into_optimized_three_area_mission
g6_peh_t1_m03_a05,Review Station,g6_peh_t1_m03,g6_peh_t1_m03_a03,Review Station,content_merged_into_optimized_three_area_mission
g6_peh_t1_m03_final_challenge,Former Final Challenge,g6_peh_t1_m03,g6_peh_t1_m03_a03,Review Station,integrated_into_area_3
g6_peh_t1_m04_a01,Aim Point,g6_peh_t1_m04,g6_peh_t1_m04_a01,Aim Point,content_merged_into_optimized_three_area_mission
g6_peh_t1_m04_a02,Force Lane,g6_peh_t1_m04,g6_peh_t1_m04_a01,Aim Point,content_merged_into_optimized_three_area_mission
g6_peh_t1_m04_a03,Accuracy Circle,g6_peh_t1_m04,g6_peh_t1_m04_a02,Accuracy Circle,content_merged_into_optimized_three_area_mission
g6_peh_t1_m04_a04,Strategy Fork,g6_peh_t1_m04,g6_peh_t1_m04_a02,Accuracy Circle,content_merged_into_optimized_three_area_mission
g6_peh_t1_m04_a05,Inclusive Rules Court,g6_peh_t1_m04,g6_peh_t1_m04_a03,Inclusive Rules Court,content_merged_into_optimized_three_area_mission
g6_peh_t1_m04_final_challenge,Former Final Challenge,g6_peh_t1_m04,g6_peh_t1_m04_a03,Inclusive Rules Court,integrated_into_area_3
g6_peh_t1_m05_a01,Space Grid,g6_peh_t1_m05,g6_peh_t1_m05_a01,Space Grid,content_merged_into_optimized_three_area_mission
g6_peh_t1_m05_a02,Pass Channel,g6_peh_t1_m05,g6_peh_t1_m05_a01,Space Grid,content_merged_into_optimized_three_area_mission
g6_peh_t1_m05_a03,Defense Line,g6_peh_t1_m05,g6_peh_t1_m05_a02,Defense Line,content_merged_into_optimized_three_area_mission
g6_peh_t1_m05_a04,Team Voice,g6_peh_t1_m05,g6_peh_t1_m05_a02,Defense Line,content_merged_into_optimized_three_area_mission
g6_peh_t1_m05_a05,Active Living Match,g6_peh_t1_m05,g6_peh_t1_m05_a03,Active Living Match,content_merged_into_optimized_three_area_mission
g6_peh_t1_m05_final_challenge,Former Final Challenge,g6_peh_t1_m05,g6_peh_t1_m05_a03,Active Living Match,integrated_into_area_3
g6_peh_t2_m01_a01,Goals Gate,g6_peh_t2_m01,g6_peh_t2_m01_a01,Goals Gate,content_merged_into_optimized_three_area_mission
g6_peh_t2_m01_a02,Responsibility Path,g6_peh_t2_m01,g6_peh_t2_m01_a01,Goals Gate,content_merged_into_optimized_three_area_mission
g6_peh_t2_m01_a03,Boundary Bridge,g6_peh_t2_m01,g6_peh_t2_m01_a02,Boundary Bridge,content_merged_into_optimized_three_area_mission
g6_peh_t2_m01_a04,Trusted Information Booth,g6_peh_t2_m01,g6_peh_t2_m01_a02,Boundary Bridge,content_merged_into_optimized_three_area_mission
g6_peh_t2_m01_a05,Support Beacon,g6_peh_t2_m01,g6_peh_t2_m01_a03,Support Beacon,content_merged_into_optimized_three_area_mission
g6_peh_t2_m01_final_challenge,Former Final Challenge,g6_peh_t2_m01,g6_peh_t2_m01_a03,Support Beacon,integrated_into_area_3
g6_peh_t2_m02_a01,Myth Screen,g6_peh_t2_m02,g6_peh_t2_m02_a01,Myth Screen,content_merged_into_optimized_three_area_mission
g6_peh_t2_m02_a02,Pressure Room,g6_peh_t2_m02,g6_peh_t2_m02_a01,Myth Screen,content_merged_into_optimized_three_area_mission
g6_peh_t2_m02_a03,Respect Desk,g6_peh_t2_m02,g6_peh_t2_m02_a02,Respect Desk,content_merged_into_optimized_three_area_mission
g6_peh_t2_m02_a04,Help Directory,g6_peh_t2_m02,g6_peh_t2_m02_a02,Respect Desk,content_merged_into_optimized_three_area_mission
g6_peh_t2_m02_a05,Decision Board,g6_peh_t2_m02,g6_peh_t2_m02_a03,Decision Board,content_merged_into_optimized_three_area_mission
g6_peh_t2_m02_final_challenge,Former Final Challenge,g6_peh_t2_m02,g6_peh_t2_m02_a03,Decision Board,integrated_into_area_3
g6_peh_t2_m03_a01,Listening Circle,g6_peh_t2_m03,g6_peh_t2_m03_a01,Listening Circle,content_merged_into_optimized_three_area_mission
g6_peh_t2_m03_a02,Values Table,g6_peh_t2_m03,g6_peh_t2_m03_a01,Listening Circle,content_merged_into_optimized_three_area_mission
g6_peh_t2_m03_a03,Question Path,g6_peh_t2_m03,g6_peh_t2_m03_a02,Question Path,content_merged_into_optimized_three_area_mission
g6_peh_t2_m03_a04,Referral Door,g6_peh_t2_m03,g6_peh_t2_m03_a02,Question Path,content_merged_into_optimized_three_area_mission
g6_peh_t2_m03_a05,Family Plan,g6_peh_t2_m03,g6_peh_t2_m03_a03,Family Plan,content_merged_into_optimized_three_area_mission
g6_peh_t2_m03_final_challenge,Former Final Challenge,g6_peh_t2_m03,g6_peh_t2_m03_a03,Family Plan,integrated_into_area_3
g6_peh_t2_m04_a01,Strike Lab,g6_peh_t2_m04,g6_peh_t2_m04_a01,Strike Lab,content_merged_into_optimized_three_area_mission
g6_peh_t2_m04_a02,Run Decision,g6_peh_t2_m04,g6_peh_t2_m04_a01,Strike Lab,content_merged_into_optimized_three_area_mission
g6_peh_t2_m04_a03,Fielding Shape,g6_peh_t2_m04,g6_peh_t2_m04_a02,Fielding Shape,content_merged_into_optimized_three_area_mission
g6_peh_t2_m04_a04,Communication Base,g6_peh_t2_m04,g6_peh_t2_m04_a02,Fielding Shape,content_merged_into_optimized_three_area_mission
g6_peh_t2_m04_a05,Modified Match,g6_peh_t2_m04,g6_peh_t2_m04_a03,Modified Match,content_merged_into_optimized_three_area_mission
g6_peh_t2_m04_final_challenge,Former Final Challenge,g6_peh_t2_m04,g6_peh_t2_m04_a03,Modified Match,integrated_into_area_3
g6_peh_t2_m05_a01,Ready Position,g6_peh_t2_m05,g6_peh_t2_m05_a01,Ready Position,content_merged_into_optimized_three_area_mission
g6_peh_t2_m05_a02,Placement Lane,g6_peh_t2_m05,g6_peh_t2_m05_a01,Ready Position,content_merged_into_optimized_three_area_mission
g6_peh_t2_m05_a03,Rally Court,g6_peh_t2_m05,g6_peh_t2_m05_a02,Rally Court,content_merged_into_optimized_three_area_mission
g6_peh_t2_m05_a04,Reset Bench,g6_peh_t2_m05,g6_peh_t2_m05_a02,Rally Court,content_merged_into_optimized_three_area_mission
g6_peh_t2_m05_a05,Final Match,g6_peh_t2_m05,g6_peh_t2_m05_a03,Final Match,content_merged_into_optimized_three_area_mission
g6_peh_t2_m05_final_challenge,Former Final Challenge,g6_peh_t2_m05,g6_peh_t2_m05_a03,Final Match,integrated_into_area_3
g6_peh_t3_m01_a01,Source Station,g6_peh_t3_m01,g6_peh_t3_m01_a01,Source Station,content_merged_into_optimized_three_area_mission
g6_peh_t3_m01_a02,Contact Path,g6_peh_t3_m01,g6_peh_t3_m01_a01,Source Station,content_merged_into_optimized_three_area_mission
g6_peh_t3_m01_a03,Entry Gate,g6_peh_t3_m01,g6_peh_t3_m01_a02,Entry Gate,content_merged_into_optimized_three_area_mission
g6_peh_t3_m01_a04,Symptom Desk,g6_peh_t3_m01,g6_peh_t3_m01_a02,Entry Gate,content_merged_into_optimized_three_area_mission
g6_peh_t3_m01_a05,Chain Map,g6_peh_t3_m01,g6_peh_t3_m01_a03,Chain Map,content_merged_into_optimized_three_area_mission
g6_peh_t3_m01_final_challenge,Former Final Challenge,g6_peh_t3_m01,g6_peh_t3_m01_a03,Chain Map,integrated_into_area_3
g6_peh_t3_m02_a01,Hand and Respiratory Station,g6_peh_t3_m02,g6_peh_t3_m02_a01,Hand and Respiratory Station,content_merged_into_optimized_three_area_mission
g6_peh_t3_m02_a02,Food and Water Station,g6_peh_t3_m02,g6_peh_t3_m02_a01,Hand and Respiratory Station,content_merged_into_optimized_three_area_mission
g6_peh_t3_m02_a03,Vaccination and Health Guidance Desk,g6_peh_t3_m02,g6_peh_t3_m02_a02,Vaccination and Health Guidance Desk,content_merged_into_optimized_three_area_mission
g6_peh_t3_m02_a04,Stay-Home/Seek-Care Gate,g6_peh_t3_m02,g6_peh_t3_m02_a02,Vaccination and Health Guidance Desk,content_merged_into_optimized_three_area_mission
g6_peh_t3_m02_a05,Misinformation Watch,g6_peh_t3_m02,g6_peh_t3_m02_a03,Misinformation Watch,content_merged_into_optimized_three_area_mission
g6_peh_t3_m02_final_challenge,Former Final Challenge,g6_peh_t3_m02,g6_peh_t3_m02_a03,Misinformation Watch,integrated_into_area_3
g6_peh_t3_m03_a01,Human Health Bank,g6_peh_t3_m03,g6_peh_t3_m03_a01,Human Health Bank,content_merged_into_optimized_three_area_mission
g6_peh_t3_m03_a02,Animal Health Nest,g6_peh_t3_m03,g6_peh_t3_m03_a01,Human Health Bank,content_merged_into_optimized_three_area_mission
g6_peh_t3_m03_a03,Environment Channel,g6_peh_t3_m03,g6_peh_t3_m03_a02,Environment Channel,content_merged_into_optimized_three_area_mission
g6_peh_t3_m03_a04,Connection Bridge,g6_peh_t3_m03,g6_peh_t3_m03_a02,Environment Channel,content_merged_into_optimized_three_area_mission
g6_peh_t3_m03_a05,Solution Lab,g6_peh_t3_m03,g6_peh_t3_m03_a03,Solution Lab,content_merged_into_optimized_three_area_mission
g6_peh_t3_m03_final_challenge,Former Final Challenge,g6_peh_t3_m03,g6_peh_t3_m03_a03,Solution Lab,integrated_into_area_3
g6_peh_t3_m04_a01,Waste Station,g6_peh_t3_m04,g6_peh_t3_m04_a01,Waste Station,content_merged_into_optimized_three_area_mission
g6_peh_t3_m04_a02,Water and Drainage Station,g6_peh_t3_m04,g6_peh_t3_m04_a01,Waste Station,content_merged_into_optimized_three_area_mission
g6_peh_t3_m04_a03,Vector Control Station,g6_peh_t3_m04,g6_peh_t3_m04_a02,Vector Control Station,content_merged_into_optimized_three_area_mission
g6_peh_t3_m04_a04,Participation Hall,g6_peh_t3_m04,g6_peh_t3_m04_a02,Vector Control Station,content_merged_into_optimized_three_area_mission
g6_peh_t3_m04_a05,Monitoring Board,g6_peh_t3_m04,g6_peh_t3_m04_a03,Monitoring Board,content_merged_into_optimized_three_area_mission
g6_peh_t3_m04_final_challenge,Former Final Challenge,g6_peh_t3_m04,g6_peh_t3_m04_a03,Monitoring Board,integrated_into_area_3
g6_peh_t3_m05_a01,Warm-Up Circle,g6_peh_t3_m05,g6_peh_t3_m05_a01,Warm-Up Circle,content_merged_into_optimized_three_area_mission
g6_peh_t3_m05_a02,Rhythm Workshop,g6_peh_t3_m05,g6_peh_t3_m05_a01,Warm-Up Circle,content_merged_into_optimized_three_area_mission
g6_peh_t3_m05_a03,Formation Lab,g6_peh_t3_m05,g6_peh_t3_m05_a02,Formation Lab,content_merged_into_optimized_three_area_mission
g6_peh_t3_m05_a04,Message Station,g6_peh_t3_m05,g6_peh_t3_m05_a02,Formation Lab,content_merged_into_optimized_three_area_mission
g6_peh_t3_m05_a05,Community Performance,g6_peh_t3_m05,g6_peh_t3_m05_a03,Community Performance,content_merged_into_optimized_three_area_mission
g6_peh_t3_m05_final_challenge,Former Final Challenge,g6_peh_t3_m05,g6_peh_t3_m05_a03,Community Performance,integrated_into_area_3
g6_sci_t1_m01_a01,Melting Chamber,g6_sci_t1_m01,g6_sci_t1_m01_a01,Melting Chamber,content_merged_into_optimized_three_area_mission
g6_sci_t1_m01_a02,Evaporation Tower,g6_sci_t1_m01,g6_sci_t1_m01_a01,Melting Chamber,content_merged_into_optimized_three_area_mission
g6_sci_t1_m01_a03,Condensation Tunnel,g6_sci_t1_m01,g6_sci_t1_m01_a02,Condensation Tunnel,content_merged_into_optimized_three_area_mission
g6_sci_t1_m01_a04,Freezing Vault,g6_sci_t1_m01,g6_sci_t1_m01_a02,Condensation Tunnel,content_merged_into_optimized_three_area_mission
g6_sci_t1_m01_a05,Flowchart Core,g6_sci_t1_m01,g6_sci_t1_m01_a03,Flowchart Core,content_merged_into_optimized_three_area_mission
g6_sci_t1_m01_final_challenge,Former Final Challenge,g6_sci_t1_m01,g6_sci_t1_m01_a03,Flowchart Core,integrated_into_area_3
g6_sci_t1_m02_a01,Shape Bench,g6_sci_t1_m02,g6_sci_t1_m02_a01,Shape Bench,content_merged_into_optimized_three_area_mission
g6_sci_t1_m02_a02,Reaction Bench,g6_sci_t1_m02,g6_sci_t1_m02_a01,Shape Bench,content_merged_into_optimized_three_area_mission
g6_sci_t1_m02_a03,Reversibility Gate,g6_sci_t1_m02,g6_sci_t1_m02_a02,Reversibility Gate,content_merged_into_optimized_three_area_mission
g6_sci_t1_m02_a04,Mixture Table,g6_sci_t1_m02,g6_sci_t1_m02_a02,Reversibility Gate,content_merged_into_optimized_three_area_mission
g6_sci_t1_m02_a05,Air Map,g6_sci_t1_m02,g6_sci_t1_m02_a03,Air Map,content_merged_into_optimized_three_area_mission
g6_sci_t1_m02_final_challenge,Former Final Challenge,g6_sci_t1_m02,g6_sci_t1_m02_a03,Air Map,integrated_into_area_3
g6_sci_t1_m03_a01,Hand Separation Stall,g6_sci_t1_m03,g6_sci_t1_m03_a01,Hand Separation Stall,content_merged_into_optimized_three_area_mission
g6_sci_t1_m03_a02,Sieve Stall,g6_sci_t1_m03,g6_sci_t1_m03_a01,Hand Separation Stall,content_merged_into_optimized_three_area_mission
g6_sci_t1_m03_a03,Magnet Stall,g6_sci_t1_m03,g6_sci_t1_m03_a02,Magnet Stall,content_merged_into_optimized_three_area_mission
g6_sci_t1_m03_a04,Filter/Decant Stall,g6_sci_t1_m03,g6_sci_t1_m03_a02,Magnet Stall,content_merged_into_optimized_three_area_mission
g6_sci_t1_m03_a05,Evaporation Stall,g6_sci_t1_m03,g6_sci_t1_m03_a03,Evaporation Stall,content_merged_into_optimized_three_area_mission
g6_sci_t1_m03_final_challenge,Former Final Challenge,g6_sci_t1_m03,g6_sci_t1_m03_a03,Evaporation Stall,integrated_into_area_3
g6_sci_t1_m04_a01,Question Forge,g6_sci_t1_m04,g6_sci_t1_m04_a01,Question Forge,content_merged_into_optimized_three_area_mission
g6_sci_t1_m04_a02,Variable Anvil,g6_sci_t1_m04,g6_sci_t1_m04_a01,Question Forge,content_merged_into_optimized_three_area_mission
g6_sci_t1_m04_a03,Measurement Bench,g6_sci_t1_m04,g6_sci_t1_m04_a02,Measurement Bench,content_merged_into_optimized_three_area_mission
g6_sci_t1_m04_a04,Trial Track,g6_sci_t1_m04,g6_sci_t1_m04_a02,Measurement Bench,content_merged_into_optimized_three_area_mission
g6_sci_t1_m04_a05,Evidence Press,g6_sci_t1_m04,g6_sci_t1_m04_a03,Evidence Press,content_merged_into_optimized_three_area_mission
g6_sci_t1_m04_final_challenge,Former Final Challenge,g6_sci_t1_m04,g6_sci_t1_m04_a03,Evidence Press,integrated_into_area_3
g6_sci_t1_m05_a01,Circulation Gallery,g6_sci_t1_m05,g6_sci_t1_m05_a01,Circulation Gallery,content_merged_into_optimized_three_area_mission
g6_sci_t1_m05_a02,Pollination House,g6_sci_t1_m05,g6_sci_t1_m05_a01,Circulation Gallery,content_merged_into_optimized_three_area_mission
g6_sci_t1_m05_a03,Propagation Beds,g6_sci_t1_m05,g6_sci_t1_m05_a02,Propagation Beds,content_merged_into_optimized_three_area_mission
g6_sci_t1_m05_a04,Backbone Hall,g6_sci_t1_m05,g6_sci_t1_m05_a02,Propagation Beds,content_merged_into_optimized_three_area_mission
g6_sci_t1_m05_a05,Systems Summit,g6_sci_t1_m05,g6_sci_t1_m05_a03,Systems Summit,content_merged_into_optimized_three_area_mission
g6_sci_t1_m05_final_challenge,Former Final Challenge,g6_sci_t1_m05,g6_sci_t1_m05_a03,Systems Summit,integrated_into_area_3
g6_sci_t2_m01_a01,Producer Meadow,g6_sci_t2_m01,g6_sci_t2_m01_a01,Producer Meadow,content_merged_into_optimized_three_area_mission
g6_sci_t2_m01_a02,Consumer Trail,g6_sci_t2_m01,g6_sci_t2_m01_a01,Producer Meadow,content_merged_into_optimized_three_area_mission
g6_sci_t2_m01_a03,Scavenger Ridge,g6_sci_t2_m01,g6_sci_t2_m01_a02,Scavenger Ridge,content_merged_into_optimized_three_area_mission
g6_sci_t2_m01_a04,Decomposer Soil,g6_sci_t2_m01,g6_sci_t2_m01_a02,Scavenger Ridge,content_merged_into_optimized_three_area_mission
g6_sci_t2_m01_a05,Interaction Web,g6_sci_t2_m01,g6_sci_t2_m01_a03,Interaction Web,content_merged_into_optimized_three_area_mission
g6_sci_t2_m01_final_challenge,Former Final Challenge,g6_sci_t2_m01,g6_sci_t2_m01_a03,Interaction Web,integrated_into_area_3
g6_sci_t2_m02_a01,Living Bank,g6_sci_t2_m02,g6_sci_t2_m02_a01,Living Bank,content_merged_into_optimized_three_area_mission
g6_sci_t2_m02_a02,Non-Living Bank,g6_sci_t2_m02,g6_sci_t2_m02_a01,Living Bank,content_merged_into_optimized_three_area_mission
g6_sci_t2_m02_a03,Interaction Channel,g6_sci_t2_m02,g6_sci_t2_m02_a02,Interaction Channel,content_merged_into_optimized_three_area_mission
g6_sci_t2_m02_a04,Impact Table,g6_sci_t2_m02,g6_sci_t2_m02_a02,Interaction Channel,content_merged_into_optimized_three_area_mission
g6_sci_t2_m02_a05,Restoration Plan,g6_sci_t2_m02,g6_sci_t2_m02_a03,Restoration Plan,content_merged_into_optimized_three_area_mission
g6_sci_t2_m02_final_challenge,Former Final Challenge,g6_sci_t2_m02,g6_sci_t2_m02_a03,Restoration Plan,integrated_into_area_3
g6_sci_t2_m03_a01,Inclined Plane Road,g6_sci_t2_m03,g6_sci_t2_m03_a01,Inclined Plane Road,content_merged_into_optimized_three_area_mission
g6_sci_t2_m03_a02,Wedge Yard,g6_sci_t2_m03,g6_sci_t2_m03_a01,Inclined Plane Road,content_merged_into_optimized_three_area_mission
g6_sci_t2_m03_a03,Lever Workshop,g6_sci_t2_m03,g6_sci_t2_m03_a02,Lever Workshop,content_merged_into_optimized_three_area_mission
g6_sci_t2_m03_a04,Pulley Tower,g6_sci_t2_m03,g6_sci_t2_m03_a02,Lever Workshop,content_merged_into_optimized_three_area_mission
g6_sci_t2_m03_a05,Design Desk,g6_sci_t2_m03,g6_sci_t2_m03_a03,Design Desk,content_merged_into_optimized_three_area_mission
g6_sci_t2_m03_final_challenge,Former Final Challenge,g6_sci_t2_m03,g6_sci_t2_m03_a03,Design Desk,integrated_into_area_3
g6_sci_t2_m04_a01,Lever Question,g6_sci_t2_m04,g6_sci_t2_m04_a01,Lever Question,content_merged_into_optimized_three_area_mission
g6_sci_t2_m04_a02,Three-Trial Bridge,g6_sci_t2_m04,g6_sci_t2_m04_a01,Lever Question,content_merged_into_optimized_three_area_mission
g6_sci_t2_m04_a03,Energy Drop,g6_sci_t2_m04,g6_sci_t2_m04_a02,Energy Drop,content_merged_into_optimized_three_area_mission
g6_sci_t2_m04_a04,Crest–Trough Deck,g6_sci_t2_m04,g6_sci_t2_m04_a02,Energy Drop,content_merged_into_optimized_three_area_mission
g6_sci_t2_m04_a05,Crossing Control,g6_sci_t2_m04,g6_sci_t2_m04_a03,Crossing Control,content_merged_into_optimized_three_area_mission
g6_sci_t2_m04_final_challenge,Former Final Challenge,g6_sci_t2_m04,g6_sci_t2_m04_a03,Crossing Control,integrated_into_area_3
g6_sci_t2_m05_a01,Crest Lab,g6_sci_t2_m05,g6_sci_t2_m05_a01,Crest Lab,content_merged_into_optimized_three_area_mission
g6_sci_t2_m05_a02,Spacing Lab,g6_sci_t2_m05,g6_sci_t2_m05_a01,Crest Lab,content_merged_into_optimized_three_area_mission
g6_sci_t2_m05_a03,Frequency Clock,g6_sci_t2_m05,g6_sci_t2_m05_a02,Frequency Clock,content_merged_into_optimized_three_area_mission
g6_sci_t2_m05_a04,Reflection Wall,g6_sci_t2_m05,g6_sci_t2_m05_a02,Frequency Clock,content_merged_into_optimized_three_area_mission
g6_sci_t2_m05_a05,Research Console,g6_sci_t2_m05,g6_sci_t2_m05_a03,Research Console,content_merged_into_optimized_three_area_mission
g6_sci_t2_m05_final_challenge,Former Final Challenge,g6_sci_t2_m05,g6_sci_t2_m05_a03,Research Console,integrated_into_area_3
g6_sci_t3_m01_a01,Rope Ridge,g6_sci_t3_m01,g6_sci_t3_m01_a01,Rope Ridge,content_merged_into_optimized_three_area_mission
g6_sci_t3_m01_a02,Compression Tunnel,g6_sci_t3_m01,g6_sci_t3_m01_a01,Rope Ridge,content_merged_into_optimized_three_area_mission
g6_sci_t3_m01_a03,Energy Marker,g6_sci_t3_m01,g6_sci_t3_m01_a02,Energy Marker,content_merged_into_optimized_three_area_mission
g6_sci_t3_m01_a04,Approach Track,g6_sci_t3_m01,g6_sci_t3_m01_a02,Energy Marker,content_merged_into_optimized_three_area_mission
g6_sci_t3_m01_a05,Recede Track,g6_sci_t3_m01,g6_sci_t3_m01_a03,Recede Track,content_merged_into_optimized_three_area_mission
g6_sci_t3_m01_final_challenge,Former Final Challenge,g6_sci_t3_m01,g6_sci_t3_m01_a03,Recede Track,integrated_into_area_3
g6_sci_t3_m02_a01,Crust Model,g6_sci_t3_m02,g6_sci_t3_m02_a01,Crust Model,content_merged_into_optimized_three_area_mission
g6_sci_t3_m02_a02,Formation Gallery,g6_sci_t3_m02,g6_sci_t3_m02_a01,Crust Model,content_merged_into_optimized_three_area_mission
g6_sci_t3_m02_a03,Reliable Source Desk,g6_sci_t3_m02,g6_sci_t3_m02_a02,Reliable Source Desk,content_merged_into_optimized_three_area_mission
g6_sci_t3_m02_a04,Location Board,g6_sci_t3_m02,g6_sci_t3_m02_a02,Reliable Source Desk,content_merged_into_optimized_three_area_mission
g6_sci_t3_m02_a05,Risk Zone Workshop,g6_sci_t3_m02,g6_sci_t3_m02_a03,Risk Zone Workshop,content_merged_into_optimized_three_area_mission
g6_sci_t3_m02_final_challenge,Former Final Challenge,g6_sci_t3_m02,g6_sci_t3_m02_a03,Risk Zone Workshop,integrated_into_area_3
g6_sci_t3_m03_a01,Timeline Desk,g6_sci_t3_m03,g6_sci_t3_m03_a01,Timeline Desk,content_merged_into_optimized_three_area_mission
g6_sci_t3_m03_a02,Pattern Room,g6_sci_t3_m03,g6_sci_t3_m03_a01,Timeline Desk,content_merged_into_optimized_three_area_mission
g6_sci_t3_m03_a03,Community Memory Booth,g6_sci_t3_m03,g6_sci_t3_m03_a02,Community Memory Booth,content_merged_into_optimized_three_area_mission
g6_sci_t3_m03_a04,Material Lab,g6_sci_t3_m03,g6_sci_t3_m03_a02,Community Memory Booth,content_merged_into_optimized_three_area_mission
g6_sci_t3_m03_a05,Uncertainty Board,g6_sci_t3_m03,g6_sci_t3_m03_a03,Uncertainty Board,content_merged_into_optimized_three_area_mission
g6_sci_t3_m03_final_challenge,Former Final Challenge,g6_sci_t3_m03,g6_sci_t3_m03_a03,Uncertainty Board,integrated_into_area_3
g6_sci_t3_m04_a01,Monitoring Screen,g6_sci_t3_m04,g6_sci_t3_m04_a01,Monitoring Screen,content_merged_into_optimized_three_area_mission
g6_sci_t3_m04_a02,Before Plan,g6_sci_t3_m04,g6_sci_t3_m04_a01,Monitoring Screen,content_merged_into_optimized_three_area_mission
g6_sci_t3_m04_a03,Escalation Desk,g6_sci_t3_m04,g6_sci_t3_m04_a02,Escalation Desk,content_merged_into_optimized_three_area_mission
g6_sci_t3_m04_a04,During Response,g6_sci_t3_m04,g6_sci_t3_m04_a02,Escalation Desk,content_merged_into_optimized_three_area_mission
g6_sci_t3_m04_a05,After Clearance,g6_sci_t3_m04,g6_sci_t3_m04_a03,After Clearance,content_merged_into_optimized_three_area_mission
g6_sci_t3_m04_final_challenge,Former Final Challenge,g6_sci_t3_m04,g6_sci_t3_m04_a03,After Clearance,integrated_into_area_3
g6_sci_t3_m05_a01,Season Deck,g6_sci_t3_m05,g6_sci_t3_m05_a01,Season Deck,content_merged_into_optimized_three_area_mission
g6_sci_t3_m05_a02,Rotation Room,g6_sci_t3_m05,g6_sci_t3_m05_a01,Season Deck,content_merged_into_optimized_three_area_mission
g6_sci_t3_m05_a03,System Model,g6_sci_t3_m05,g6_sci_t3_m05_a02,System Model,content_merged_into_optimized_three_area_mission
g6_sci_t3_m05_a04,Star Calendar,g6_sci_t3_m05,g6_sci_t3_m05_a02,System Model,content_merged_into_optimized_three_area_mission
g6_sci_t3_m05_a05,Constellation Council,g6_sci_t3_m05,g6_sci_t3_m05_a03,Constellation Council,content_merged_into_optimized_three_area_mission
g6_sci_t3_m05_final_challenge,Former Final Challenge,g6_sci_t3_m05,g6_sci_t3_m05_a03,Constellation Council,integrated_into_area_3
